Název;E-mail;Telefon
"all real services s.r.o.";kuruc@chcempeknybyt.sk;"0903 600 047"
"ALL4BUSINESS.SK, s.r.o.";info@lacne-domy.sk;"421 911 990 898"
"Alle financie s. r. o.";info@alle.sk;"0944 605 507"
"Alle, s.r.o. / Realitná kancelária";info@alle.sk;"+421 948 250 034"
"Alleservice s.r.o.";info@alleservice.sk;"0948 724 546"
"Allfin Real, s. r. o.";allfinreal@allfinreal.sk;"0949 772 893"
"Allfin s.r.o.";allfin.valigura@gmail.com;"0904 542 768"
"Allianz Slovenská poisťovňa, a.s.";marek.korpiva@allianzsp.sk;"0910 416 845"
"Allice s.r.o.";hajnalova@allice.sk;"0903 796 000"
"ALLIKA, s.r.o.";a.allika@gmail.com;"0940 750 850"
"allreal plus s.r.o.";allreal@centrum.sk;"0949 741 404"
"Allrisk Slovakia Reality & Financie, s.r.o.";kodajova.denisa@allriskslovakia.sk;"0903 279 217"
Alltools,s.r.o.;r.bachnak@gmail.com;"0949 207 011"
"Ally real, s. r. o.";info@allyreal.sk;"0903 206 159"
"ALM real";info@almreal.sk;"0905 241 729"
"Alma Mater s.r.o.";info@alma-mater.eu;"0903 629 230"
"ALMA Reality, s.r.o.";info@almareality.sk;"0902 158 805"
Almareal;zzalmareal@gmail.com;"+421 903 245 080"
ALMIA;almia@centrum.sk;"0902 225 578"
"Almond Reality";info@almondreality.sk;"0940 604 584"
Almonds,s.r.o.;nemcova.tatiana23@gmail.com;"0910 788 788"
"ALMONEDA, s.r.o.";galik@almoneda.sk;"0917 207 985"
"ALONE s.r.o.";alonesro1@gmail.com;"0903 588 240"
"ALOPEX Advisory, s.r.o.";nehnutelnosti@alopex.sk;"0910 440 598"
"Alpha Reality s.r.o.";info@alphareality.sk;"+421 915 140 759"
"ALPHA-OMEGA REAL & CONSULTING s. r. o.";szabo.balazs@aoreal.sk;"+421 948 009 989"
"ALT REAL, s.r.o.";lubomirtonhajzer@gmail.com;"0948 839 373"
"ALTAGRIC Reality s.r.o.";jozsa@altagric.sk;"0907 892 781"
"ALTI s.r..o.";office@gameon.sk;"0918 893 970"
"Alto Real Estate j. s. a.";sk-office@altorealestate.sk;"+421 910 505 041"
"Alton Reality s. r. o.";rastislavsprtel@gmail.com;"0917 718 239"
"ALTRIA REAL, s.r.o";altria.real@gmail.com;"0948 285 671"
"ALTYS Property, s.r.o.";predaj@polianky.sk;"0918 592 241"
"ALUFIX SLOVAKIA, s.r.o";l.skodova@alu-fix.com;"0905 208 045"
ALURE;info@alure.sk;"0948 401 712"
"ALURE Real Estate";info@alure.sk;"+421 948 401 712"
"ALVE real, s.r.o.";achovan@alvereal.sk;"+421 948 704 488"
"ALVEST MONT s.r.o.";olga@alvestmont.sk;"0413 260 101"
"ALVISTAV s.r.o.";vlasta.koisova@gmail.com;"421 911 595 935"
"ALWADO Slovakia s.r.o";alwado@alwado-reality.sk;"0902 610 909"
ALWEA;korenova.lu@gmail.com;"0911 440 900"
"Alžbeta Horváthová";diamondhome.horvathova@gmail.com;"0914 266 669"
"Alžbeta Rolandová";bettyrolland@yahoo.com;"0902 497 758"
"Alžbeta Wágnerová";info@zelenyrezort.sk;"0910 222 210"
"Alžbetin Dvor s.r.o.";slivka.finos@gmail.com;"0905 601 635"
"AM living, s. r. o.";kubascik@amliving.sk;"0910 972 925"
"AM partner s. r. o.";ondrej.egyeg@gmail.com;"0917 208 389"
"AM REAL INVEST s.r.o";kancelaria@apmreal.sk;"0948 658 468"
Amareality;freja.jana@gmail.com;"0948 313 479"
"AMAXADES REALITY";amaxades.reality@gmail.com;"+421 911 201 211"
"AMAZON REAL STUDIO s.r.o.";amazonreality@amazonreality.sk;"0905 236 032"
"Ambasador spol. s r.o.";tuhliar@gmail.com;"0948 748 777"
"AMBER, s.r.o.";amberpezinok@gmail.com;"0905 825 143"
"Ambiente Serviced Apartments s. r. o.";artner@ambiente-apartments.sk;"0911 982 861"
"AMEGAN s.r.o.";vanko@amegan.sk;"0911 619 119"
"Amela Real";info@amelareal.sk;"0948 255 177"
"Ametist Slovakia s.r.o.";rabinova.slavka@ametist.sk;"0918 909 027"
"AMEXA REAL";ergang@amexa.sk;"0948 023 083"
"Amica Real, s.r.o.";amicareal@amicareal.sk;"0903 246 071"
"Amicus reality s.r.o.";info@amicusreality.sk;"0918 623 169"
"Amigal Group SK";helleschova@amigalgroup.sk;"0948 029 888"
"AMIND s.r.o.";amind@amind.sk;"0948 457 008"
"AMIREAL s.r.o.";j_michlik@aminet.sk;"0918 908 129"
"AMIS REAL s.r.o.";jana.kobelar@gmail.com;"0915 976 178"
"AMNIS REAL";amnisreal@gmail.com;"0905 450 575"
"Amona Reality";alexandrova.monika1@gmail.com;"+421 905 695 391"
"AMOS reality, s.r.o.";a.moserova@amosreality.sk;"0905 280 985"
"AMPHORA s.r.o.";stonozkovo@stonozkovo.sk;"0910 277 866"
"AMS-G s.r.o.";amsg@centrum.sk;"0949 701 095"
"AMW Development a.s.";velicka@middlecap.sk;"+421 911 906 402"
"AMWG s.r.o.";riaposova@hotmail.sk;"0918 527 258"
"AN Finance group s.r.o";anfinancereality@gmail.com;"0903 421 004"
Anasta;marek.pecs@gmail.com;"0907 167 055"
"Andel&Zachar s.r.o.";zachar@andelzachar.sk;"0908 560 294"
"Andrea Berčíková RSc.";andrea@bercikova.sk;"0907 298 978"
"Andrea Gašpariková";gasparikova.andrea@gmail.com;"0903 772 763"
"Andrea Lonská";marketing@hotelprestige.sk;"0907 145 010"
"Andrea Medovičová";medovicova1@gmail.com;"0911 948 810"
"Andrea reality s.r.o.";info@andreareality.sk;"0918 409 402"
"Andrea Skubáková";andrea@dreamhomes.sk;"0903 558 835"
"Andrea Smetanová";cinkoada@yahoo.com;"0905 808 814"
"Andrea Strapáková";ajka.real@gmail.com;"0905 582 836"
"Andrea&Partners s. r. o.";info@andreapartners.sk;"+421 944 626 515"
"Andrei Terenkov";yunistgl@gmail.com;"944 112 594"
"Andrej - REALITNÁ KANCELÁRIA";andrej302@azet.sk;"0911 760 706"
"Andrej Bendžela";1autoo@gmail.com;"0918 800 800"
"Andrej Duchovič";ahojreal@gmail.com;"944 960 804"
"Andrej Kajko";Nnn.bungalov@gmail.com;"0917 289 197"
"Andrej Ružik";ancra242@yahoo.com;"0908 860 437"
"ANDY REAL s.r.o.";pavlik@andyreal.sk;"0911 455 150"
"Angel Real Estate s. r. o.";michalcova@angelre.sk;"0915 895 591"
"Angela Duranská A&J Partners Realitná kancelária";a.duranska@ajpartners.sk;"0904 638 725"
"Angelika Širgelová-REALITY AŠ";angelikasirgelova@azet.sk;"0911 251 713"
"Angels Real s.r.o.";office@angelsreal.sk;"+421 911 717 066"
"anidea s. r. o.";anidea@anidea.sk;"4 210 907 043 028"
Anja;vladimir.brna@anja.sk;"0254 788 818"
ANKA;annagurgulova@zoznam.sk;"0915 867 869"
"ANKORA Development s.r.o.";p.hopanyuk@gmail.com;"0944 941 865"
Anna;anka.bacinska@gmail.com;"0917 133 523"
"Anna Bačinská";rkbacinska@gmail.com;"0917 133 523"
"Anna D ...";zahradnickanb@centrum.cz;"0944 716 916"
"Anna Líšková - Rosenbergerová";ankarosen@gmail.com;"0905 577 305"
"Anna Marusakova";rudasonnice@seznam.cz;"914 188 226"
"Anna Maňáková";aktualizujte.si.prosim@email.sk;"0905 458 926"
"Anna Molnárová";annamolnarovareality@gmail.com;"0902 718 719"
"Anna Slovakova";agency@ps-agency.sk;"+39 3 899 987 103"
"Anna Ďurinová A&D service";ad.servicepn@gmail.com;"0908 081 443"
"ANNUS, s.r.o.";ptuhovcak@annus.sk;"+421 905 745 575"
"ANNY - REAL SLOVAKIA, s. r. o.";info@annyreal.sk;"0948 002 297"
ANNY-REAL;anny.real@zoznam.sk;"0948 002 297"
ANO.reality;ano.reality@centrum.sk;"0911 244 903"
"AnoReal, s.r.o.";info@anoreal.sk;"0948 868 682"
"ANOVIA REAL ESTATE s. r. o.";jan.bogusky@gmail.com;"0908 089 558"
"AnReal s. r. o.";szabova@anreal.sk;"0902 622 355"
"Ansvar s.r.o.";info@ansvar.sk;"0948 787 095"
"ANTEA SLOVAKIA, s.r.o.";anteacity@anteacity.sk;"0905 763 252"
"Anton Mizostav";mizostav@gmail.com;"07 966"
"ANTRACIT PROPERTY, s.r.o.";hsfsystem@hsfsystem.sk;"421 903 884 589"
"ANTUS s.r.o.";ekontact@ekontact.sk;"0911 556 588"
"ANV, s.r.o.";spravcappv@gmail.com;"0948 906 193"
"ANVEST, s.r.o.";anvest@anvest.sk;"+421 917 207 207"
"AO-Dom s.r.o";palo.svec@centrum.sk;"0944 214 314"
"AOA Real s.r.o.";aoareal@aoareal.sk;"0907 794 054"
"AP Design s.r.o.";apdesign.bratislava@gmail.com;"+421 948 333 033"
"AP real estate s.r.o.";realitypavlak@gmail.com;"0905 636 113"
"AP REAL, s.r.o.";info@apreal.sk;"+421 905 402 742"
"APARTIM, s.r.o.";apartim@apartim.sk;"0903 408 815"
"APARTMENT SLOVAKIA, s.r.o";andrea.beneova@gmail.com;"0905 645 957"
"Apartmány Fatrapark";info@apartmanyfatrapark.sk;"0917 765 608"
"Apartmány Ski and Sun s. r. o.";PavelSychra@seznam.cz;"+420 606 781 719"
"APARTOS s.r.o.";prelovska@crescogroup.sk;"+421 220 864 321"
"APERTUM Estate, s.r.o.";estate@apertum.sk;"0903 449 622"
"APEX reality s.r.o.";mesaros@apexreality.sk;"0948 269 123"
"Apif sro";andits@apif.sk;"0911 442 362"
"APLEND s.r.o.";reality@aplend.com;"+421 905 502 800"
"APLEX, s.r.o.";info@aplex.sk;"0918 639 525"
"Apollo Group a.s.";jana.borgulova@apollogroup.sk;"0905 627 912"
"Apollo House";info@apollo.house;"0903 830 518"
"APOLLO INVESTMENT, s.r.o.";apollo.investmentpu@gmail.com;"0918 392 075"
"APOLO SLOVAKIA, s.r.o.";ijreality72@gmail.com;"0915 960 197"
"APPLIED INVEST s.r.o.";grno@appliedp.com;"0905 440 767"
"Appril Reality";apprilreality@appril.com;"+421 254 415 435"
"Apriority trade s. r. o";info@apriority.net;"0908 444 010"
"APZ PLUS s.r.o.";apzplussro@gmail.com;"0903 949 304"
"Aqua control s.r.o";jan.dait@aquacontrol.sk;"0905 322 885"
"AQUEL REALITY";aquel@aquel.sk;"0911 991 393"
"AR -ROSSI";aktualizujte.si.prosim@email.sk;"0910 990 939"
"AR CORAZON REALITY s. r. o.";corazonreality@gmail.com;"0903 467 629"
"AR DEVELOPMENT s.r.o.";melichercikr@gmail.com;"0905 255 075"
"AR-Reality s.r.o.";AR-reality@azet.sk;"0917 367 041"
"Aramis real";aramisreal@aramisreal.sk;"0911 291 798"
"Aran Yacht Investment, s.r.o.";info@aransk.com;"+421 948 031 230"
"ARBIZ s.r.o.";karol.biel@biel.sk;"0918 911 524"
"Arboria Východná s.r.o.";peter.fridel@lucron.sk;"0914 321 094"
"Arca Capital Slovakia, a.s.";vican@arcacapital.sk;"0903 400 396"
"Arcadia Consulting s.r.o.";info@arcadiaconsulting.sk;"0940 549 204"
"ARCADIA REAL";arcadia@post.sk;"0556 770 003"
"Arch - Reality s. r. o.";infoarchreal@gmail.com;"0905 717 649"
"arch real, s.r.o.";archreal@archreal.sk;"0908 733 999"
"ARCH-INVEST, s.r.o.";info@villarustica.sk;"0911 333 472"
"ArchaReal s.r.o.";reality@archareal.sk;"0903 646 170"
"ARCHEUS Partners a.s.";centrala@archeus.sk;"0948 881 128"
ARCHIDEA;archidea@archidea.sk;"0910 928 986"
Archifield;archifield2@gmail.com;"0907 734 676"
"ARCHITECTURAL & BUILDING MANAGEMENT, s.r.o.";jano.tvrdon@gmail.com;"0905 415 138"
ARCHIZA;zahorsky@archiza.sk;"0905 947 496"
"Archívna a registratúrna agentúra, s.r.o.";zuzana.mery@zoznam.sk;"+421 917 878 516"
"Arcos FM SK, s.r.o.";cm@galeriakosice.sk;"0905 220 981"
"ARCUS REAL s.r.o.";arcusreal@arcusreal.sk;"0905 649 998"
"ARDENS s.r.o. - reality s dôverou";ardens@ardens.sk;"0910 122 122"
"ARDEX holding a.s.";shirjak@ardexholding.sk;"0517 725 464"
ARDYA;ardya.reality@gmail.com;"0918 184 246"
"AREA REAL s.r.o.";info@areareal.sk;"0905 981 265"
"AREA reality";areareality@gmail.com;"0915 868 636"
"AREA RK";nemcovicova@area-rk.sk;"0255 565 176"
"Area RK, s.r.o.";office@area-rk.sk;"0905 223 223"
"Areal Group s.r.o.";arealgroup1@gmail.com;"0944 930 082"
"AREALVANAK realitná kancelária";andrea.vanak@centrum.sk;"0903 423 307"
"AREFIS s.r.o.";judr.bucko@gmail.com;"0905 826 129"
"ARES Consulting, s. r. o.";bugisova@gmail.com;"0903 909 722"
"Aresland, s.r.o.";aresland.saca@gmail.com;"0944 049 800"
"Areté real, s.r.o.";arete@arete.sk;"0911 247 257"
"ARFIN spol. s r.o.";arfin@chello.sk;"0905 718 812"
"ARGIA s.r.o.";obchodne@alfabc.eu;"+421 917 833 387"
"ARGUS, s.r.o.";obchod@argus-po.sk;"0911 202 199"
"Arien real Ing. Majerčíková";arien.real@azet.sk;"0905 703 214"
"ARIET REAL ESTATE s. r. o.";jelen@ariet.sk;"0911 793 500"
"ARIF s.r.o.";info@arif.sk;"0918 765 991"
"ARIMART, s.r.o.";arimart@arimart.sk;"0910 441 948"
ARIO;valkova@ario.eu.sk;"0911 420 230"
"Arios, s.r.o.";hornakova@arios.sk;"0905 755 089"
"ARISE realitná kancelária";arise@arise.sk;"+421 905 171 408"
ARISS;ariss.real@gmail.com;"0904 971 100"
"Arkadia Real s.r.o.";katarina@arkadiareal.sk;"0905 722 731"
"ARKANO s.r.o.";arkano@outlook.sk;"0904 179 580"
"ARKON, a.s.";msvecova@arkonas.sk;"0905 601 081"
"ARKUS - realitná kancelária";reality@arkusreal.sk;"0903 837 096"
"Arkádia TN a.s.";aktualizujte.si.prosim@email.sk;"0903 716 830"
"ARNAD, spol. s r.o.";4524.star@gmail.com;"+421 907 206 729"
"Arnes s. r. o.";marceltomka@gmail.com;"0911 757 999"
"ARR s.r.o.";info@arr-stavby.sk;"0915 900 599"
"Arrakis, s.r.o.";arrakis@arrakis.sk;"0948 850 800"
"ART - G s.r.o.";aigreality@gmail.com;"0905 827 834"
"Art Estate Real";racareal@gmail.com;"0903 409 761"
"Art Estate Real s. r. o.";artestatereal@gmail.com;"0903 409 761"
"ART REAL";artreal@artreal.sk;"0902 103 509"
"ART Real Estate";art@art-real.sk;"421 910 319 940"
"ART REAL SLOVAKIA";artrealslovakia@gmail.com;"0902 103 509"
"ART&REAL s.r.o.";zdenatothova@artandreal.sk;"0911 862 591"
"art-iN company s.r.o.";info@s-39.sk;"421 376 424 092"
"ARTAX s.r.o.";artaxsro@gmail.com;"0910 483 078"
"Artegos s.r.o.";info@artegos.eu;"0911 585 814"
"ARTHUR MANAGEMENT, s.r.o.";vcahajla@gmail.com;"0903 711 433"
"ARTHUR Real Estate Company, spol.s r.o.";info@arec.sk;"0911 444 820"
"Arthur reality, s.r.o.";fabry@arthurreality.sk;"0903 702 157"
"ArtLand, s.r.o";makler@artreality.sk;"0948 943 349"
"ARTRA s.r.o.";marketing@artra.sk;"0907 724 549"
"ARTRE s.r.o.";babjakova.daniela@gmail.com;"421 905 731 751"
ARTREAL;art_real@post.sk;"0918 174 870"
ArtRtrade.;artrtrade@post.sk;"0918 174 870"
"Arttek s. r. o.";tomas.lukac@yahoo.com;"0902 522 155"
"Arven Real Team s. r. o.";zuzana.hirlanderova@arven.estate;"0914 778 899"
"Arvin & Benet";info@arvinbenet.sk;"0255 565 555"
"ARX HOLDING  s.r.o";info@arxreality.sk;"0948 323 233"
"ARXREAL s.r.o.";novysedlakviktor@gmail.com;"0918 691 557"
"AS REALITY TRENČÍN, s.r.o.";srnkova@asreality.sk;"0903 265 722"
"ASAP REAL s.r.o.";asapreal@gmail.com;"0905 218 915"
"ASARA s.r.o.";info@turecke-nehnutelnosti.sk;"0903 644 665"
"aschton real, s.r.o.";helena759@post.sk;"0918 174 870"
ASHLAND.SK;andreapaulikova170@gmail.com;"0911 103 877"
"aSiDoma s.r.o.";majercakova@asidoma.sk;"0905 763 659"
"ASJ GROUP";martina@jambor.sk;"421 905 856 050"
"Askim s.r.o.";klacanska.daniela@gmail.com;"0915 959 386"
"Asonium s.r.o.";stavba@home4all.sk;"0948 456 701"
ASPEKT;rk.aspekt@gmail.com;"0905 209 938"
"Asper, spol. s r.o.";slovek@slovek.sk;"0905 380 775"
"ASse s.r.o.";asse@outlook.sk;"0902 110 044"
Assenzio;lukas@assenzio.sk;"0917 448 421"
"Asset Group, s.r.o";office@assetgroup.sk;"0903 111 122"
"ASSISTANCE REALITY, s.r.o.";info@assistancereality.sk;"0908 913 240"
"AST Odenwald, a.s.";theis@astodenwald.sk;"0903 246 979"
"AST Odenwald,a.s.";theis@astodenwald.sk;"421 903 246 979"
"ASTA, a.s.";m.statelov@asta.sk;"+421 911 208 813"
"Astar Build s.r.o";astarbuild20@gmail.com;"0944 300 094"
"ASTART s. r. o.";astartsro@gmail.com;"0908 449 013"
"ASTART s.r.o.";vlhudak@gmail.com;"0908 449 013"
"ASTECO s.r.o.";asteco@itsecurity.sk;"0907 888 468"
"ASTER Group, s.r.o.";koller@asterreality.sk;"0949 558 448"
ASTERIA;alena.lanyiova@netkosice.sk;"0905 270 103"
"Aston Lambert spoločnosť s ručením obmedzeným";lambert@nextra.sk;"0905 324 101"
"Aston Waldner s. r. o.";kancelaria@astonwaldner.sk;"0911 551 056"
"AstonReal s.r.o.";info@astonreal.sk;"0905 222 055"
"ASTOR GROUP s.r.o.";lubomir.sotak@azet.sk;"0914 216 560"
"Astor Real, s. r. o.";astorreal@chello.sk;"0903 255 452"
"ASTRA REAL";info@astrareal.sk;"0949 676 424"
"Astra reality, s.r.o.";info@astrareality.sk;"0918 812 524"
"Astrix spol. s r. o.";astrix@astrix.sk;"0911 094 200"
"ASYN-reality Hana Vysloužilová";asyn-reality@post.cz;"0903 476 592"
"At Home Bratislava s.r.o.";gabriela.pernecka@athome-network.com;"0917 488 190"
"AT Park, s. r. o.";atpark@atpark.eu;"0905 505 205"
"AT property";apropertyreal@gmail.com;"0904 877 895"
AT-REALITY;hanahrmova@gmail.com;"0911 101 555"
"AT.eu s.r.o.";info@byvanieAT.eu;"0907 730 432"
"ATA Bau s.r.o.";atabau@atabau.sk;"0948 464 564"
"ATACON, s.r.o.";stavba@atacon.sk;"0907 940 758"
"Atelier Domova spol. s r. o.";studio@atelierdomova.sk;"0908 757 742"
"atelier vkmk, s.r.o.";atelier.vkmk@centrum.sk;"0907 037 491"
"atelier yesss s. r. o.";evaskupilbucekova@yesss.sk;"0905 754 562"
"Ateliér Géze, s.r.o.";ateliergeze@gmail.com;"0903 780 429"
"ATHENA REAL spol. s r.o.";olgaadamovicova@gmail.com;"0903 448 717"
"ATHOS  REAL";athoss@centrum.sk;"+421 908 685 888"
"ATI, spol. s r.o.";ati@atireal.sk;"0905 551 765"
ATIP;aktualizujte.si.prosim@email.sk;"0905 614 808"
ATLANTE;gruppo2@atlante.sk;"0918 415 118"
"ATLANTIS REAL";peter@atlantisreal.com;"0903 780 660"
"Atlantis s.r.o.";hello@atlantis.property;"0918 013 353"
"ATLAS Investičná a realitná spoločnosť";info@atlasinvest.sk;"0910 941 960"
"ATLAS SLOVAKIA s.r.o.";atlasslovakia@atlas.sk;"421 940 885 558"
"ATM DEVELOPMENT s.r.o.";scasna@vsba.sk;"0918 636 363"
"ATM Interiér s.r.o.";info@pletabs.sk;"0915 609 269"
"ATOMIA s.r.o.";atomia@atomia.sk;"0915 963 489"
Atops;janikova@atops.sk;"0950 624 492"
"ATOPS Development Karlovka s. r. o.";d.sumbal@gmail.com;"0917 940 240"
"ATOPS s. r. o.";predaj@atops.sk;"0948 895 966"
"ATOPS Tehelňa s. r. o.";gajdosikova@topreality.sk;00
"ATP stavby s.r.o.";info@atpstavby.sk;"0905 202 504"
"Atraktiv s. r. o.";petra@happyhypo.sk;"0948 750 740"
"ATREY REALITY s.r.o.";andrea.vodova@gmail.com;"0949 453 709"
"ATREY REALITY, s.r.o.";andrea.vodova@gmail.com;"0949 453 709"
"aTRIOREAL, s.r.o.";atrio@atrioreal.sk;"0903 381 239"
"ATRIOS real estate s.r.o.";matej.jelinek@atrios.sk;"0918 245 445"
"ATT Invest, s.r.o.";att-invest@centrum.sk;"0948 770 123"
"ATTACK, s.r.o.";kotleattack@gmail.com;"0917 343 245"
"Atte REALITY";info@attereality.sk;"0948 555 990"
"Attila Soóky";attilaasooky@gmail.com;"0908 442 051"
"Atyp interier";cervenakova@atypinterier.sk;"0905 405 086"
"ATYP INTERIÉR, spol.s.r.o.";cervenakova@atypinterier.sk;"0905 405 086"
"ATYP REAL, s.r.o.";atypreal@nextra.sk;"0907 706 883"
"auctio, s.r.o.";petras@auctio.sk;"0911 228 235"
"Auctioneer, s.r.o.";janak.m@auctioneer.sk;"0948 392 727"
"Auctions & Estates, s.r.o.";info@aedrazby.sk;"0918 476 622"
"Auding s.r.o.";daubner@auding.sk;"0948 516 000"
"AUKCIE - REALITY, s.r.o.";martin@chlapik.eu;"0903 514 563"
"AUKCIE LEGAL s.r.o.";iveta.chlapikova@aukcielegal.eu;"0911 633 105"
"Aukcionár, s.r.o.";info@aukcionar.sk;"+421 910 601 006"
"AUKLEO s.r.o.";info@aukleo.sk;"0907 153 422"
"AUKTION, s.r.o.";auktion@auktion.eu.sk;"0948 252 419"
"Aukčná a realitná spoločnosť, s.r.o.";aukcna.realitna@gmail.com;"0917 263 676"
"AUKČNÁ SPOLOČNOSŤ s.r.o.";as@aukcnaspolocnost.sk;"0268 286 427"
"Aukčný dom Zámocká s.r.o.";Martina.Barokova@ljakubec.sk;"0948 638 303"
"Aukčný Dom, s.r.o.";office@aukcnydom.com;"+421 337 427 575"
"AuPortal SK, s. r. o.";predaj@auportal.sk;"421 918 830 857"
AURAREA;juraj1rac@gmail.com;"+421 915 788 787"
"AUREA REALITY, s.r.o.";aureareal@gmail.com;"0902 097 877"
"Aureal - Juristia";info@aureal.sk;"+421 918 384 711"
"AUREAL INVEST s.r.o.";sunreality@sunreality.eu;"0917 174 174"
"AUREAL s. r. o.";miro.pinte@aurealba.sk;"0911 390 050"
"Aurekka s.r.o.";aurekkareality@gmail.com;"0908 721 854"
"Auris Real";aurisreal@aurisreal.sk;"0255 571 100"
"AURUM REALITY";info@aurumreality.sk;"0947 921 001"
Austria;lucy07@centrum.sk;"0903 850 390"
"AUTO - KLIMA Bratislava s.r.o.";klimatizacia@auto-klima.sk;"0263 536 666"
"Auto Raster";erdely@autoraster.sk;"0903 810 149"
"AUTO ROTOS - ROZBORA s. r. o.";beno@auto-rotos.sk;"0249 491 840"
AUTO-DRUŽSTVO,družstvo;aktualizujte.si.prosim@email.sk;"0915 776 972"
AUTOALLES;gabkova@autoalles.sk;"+421 905 207 207"
"AUTOBRZDY AL, spol. s r. o.";liko.andrej@gmail.com;"0915 897 362"
Autocentrum;labancz@centrum.sk;"0918 495 440"
autoclean;autoclean@post.sk;"0907 779 939"
"Autocomodex Trnava, spol. s r.o.";psotova@autocomodex.sk;"0905 677 077"
"AUTOCOMODEX TRNAVA, spol. s r.o.";kasalova@autocomodex.sk;"0905 666 418"
"Autoflash s.r.o.";marton@autoflash.sk;"421 907 999 608"
"AUTOGLAS s.r.o.";autoglas@autoglas;"0905 421 149"
"Automir s.r.o.";info.sroautomir@gmail.com;"0907 024 866"
"Automobilové opravovne Ministerstva vnútra Slovenskej republiky, a.s.";info@aomvsr.sk;"0961 057 020"
"AUTOREALITY, s.r.o.";i.kotrc@autoreality.sk;"+421 918 406 656"
"Autosklo Hornet s.r.o.";reznicek@hornet.sk;"0910 848 406"
"Auxerre realitná kancelária, s.r.o.";inforeal@auxerre.sk;"0905 287 774"
"Auxerre reality, s. r. o.";ziegler@auxerre.sk;"0905 953 886"
"AV PROJECT spol.s.r.o";anda.viliam@gmail.sk;"0905 627 270"
"AV REAL - Vladimír Vantroba, RSc.";wavreal@gmail.com;"0949 604 294"
"AVA-stav, s.r.o.";javorova@avastav.sk;"0903 712 390"
"Avalanche Group s.r.o.";minko2001@post.sk;"0944 081 031"
"Avalanche Groups.r.o.";minko2001@post.sk;"0944 081 031"
"AVANGARDE s.r.o.";info@avangarde.sk;"0908 474 007"
"AVANT LINE s.r.o.";monika.pfefferova@avantline.sk;"421 903 789 123"
Avantago,spol.sro;avantago@centrum.sk;"0915 810 695"
"AVAREAL s.r.o.";info@avareal.sk;"0915 720 839"
"Avate Real s.r.o";avatereal@avatereal.sk;"0911 772 611"
"Avate Real s.r.o";avatereal@avateral.sk;"0911 772 611"
"AVAX Realitná kancelária";info@avax.sk;"0905 854 286"
avaxo;roland.kiss@hotmail.co.uk;"0948 209 995"
AVAXO;petrasemanova@avaxo.sk;"0948 462 101"
"AVAXO s.r.o.";ivanstefanisko@avaxo.sk;"0948 201 035"
"AVC SLOVAKIA s.r.o.";juliusgalis@gmail.com;"0918 402 246"
"AVE INVEST s.r.o";info@aveinvest.sk;"0905 646 818"
Avenu;resetkova.avenu@gmail.com;"0915 533 789"
"Avenue agency s.r.o";oravcova.avenue@gmail.com;"0907 386 116"
"AVENUE PROJECT";ing.kazmer.peter@gmail.com;"0915 402 846"
"AVENUE Real Estate";info@avenue.sk;"421 435 863 303"
"AVENUE, s.r.o.";info@avenue.sk;"0908 555 501"
"AvesGroup s.r.o.";valentovic2@gmail.com;"0948 390 714"
"AVION Real";avionreal@avionreal.sk;"0907 378 794"
"AVION SPRÁVA, s.r.o.";sprava.avion@gmail.com;"0903 719 276"
"AVIČI s.r.o.";avici.trencin@gmail.com;"0907 313 111"
"AVLAS REALITY s.r.o.";avlas@avlas.sk;"0944 158 277"
"AVMAR, s.r.o.";antoska@mivacentrum.sk;"0905 638 656"
"AVORY Realitné Centrum";monika.krcova@avoryreal.sk;"0908 561 713"
"AVVEN, s. r. o.";info@avven.sk;"0904 674 006"
"AWENA s.r.o.";awena@awena.sk;"0904 539 881"
"Awesome s. r. o.";spravca@awe.sk;"0903 441 359"
"awnoar sro";wilis.bazar@gmail.com;"0902 444 443"
"AXA Real";axareal@axareal.sk;"0903 705 705"
"AXA REAL s. r. o.";romana@axareal.sk;"0903 705 705"
axeo;igor@axeo.sk;"0948 660 000"
"AXIOS REAL, s. r. o.";plevik@axios.sk;"0948 001 002"
"AXIS computers s.r.o.";axiscomputers@axiscomputers.sk;"0905 269 794"
"AXIS REAL | profesionáli v realitách";axisreal@axisreal.sk;"0948 100 222"
"Axisim s. r. o.";kocisova.anka@gmail.com;"0950 508 216"
"AXOR, s.r.o.";reality@axor.sk;"+421 902 118 228"
"AxoReal- realitná agentura";axoreal1@gmail.com;"0903 403 078"
"AYRIS s.r.o.";info@ayris.sk;"0903 803 108"
"AZ Invest s.r.o.";viliam.alaksa@gmail.com;"421 905 515 430"
"AZ net s.r.o.";aznet@aznet.sk;"0908 706 308"
"AZ PROPERTY s.r.o.";adamova@azproperty.sk;"0903 323 299"
"AZ REAL PD";azrealpd@gmail.com;"0905 383 462"
"AZ REALITY";noviny@azreality.sk;"0911 808 148"
"AZ services s.r.o.";zavarska@azservices.sk;"0908 777 656"
"AZ-TRADE Invest,spol.s.r.o.";aztrade@az-trade.sk;"0905 628 864"
